version,version_id,name,star,use,own,use_rate,own_rate,collection,rank_class
v5.6(Phase II),47,Fischl,4,2199,81684,2.7,99.0,-,f
v5.6(Phase II),47,Ororon,4,6240,81648,7.6,98.9,-,b
v5.6(Phase II),47,Yanfei,4,354,81540,0.4,98.8,-,f
v5.6(Phase II),47,Diona,4,3222,81570,3.9,98.8,-,f
v5.6(Phase II),47,Beidou,4,108,81267,0.1,98.5,-,f
v5.6(Phase II),47,Faruzan,4,1890,81273,2.3,98.5,-,f
v5.6(Phase II),47,Gaming,4,189,81174,0.2,98.4,-,f
v5.6(Phase II),47,Kujou Sara,4,1023,81081,1.3,98.3,-,f
v5.6(Phase II),47,Chongyun,4,825,81081,1.0,98.3,-,f
v5.6(Phase II),47,Layla,4,9660,81024,11.9,98.2,-,b
v5.6(Phase II),47,Gorou,4,312,80955,0.4,98.1,-,f
v5.6(Phase II),47,Thoma,4,2280,80982,2.8,98.1,-,f
v5.6(Phase II),47,Yaoyao,4,297,80973,0.4,98.1,-,f
v5.6(Phase II),47,Kirara,4,75,80946,0.1,98.1,-,f
v5.6(Phase II),47,Kuki Shinobu,4,5130,80859,6.3,98.0,-,b
v5.6(Phase II),47,Shikanoin Heizou,4,21,80748,0.1,97.9,-,f
v5.6(Phase II),47,Sucrose,4,576,80622,0.7,97.7,-,f
v5.6(Phase II),47,Ningguang,4,24,80325,0.1,97.3,-,f
v5.6(Phase II),47,Dori,4,30,80304,0.1,97.3,-,f
v5.6(Phase II),47,Charlotte,4,12339,80124,15.4,97.1,-,b
v5.6(Phase II),47,Xinyan,4,12,79950,0.1,96.9,-,f
v5.6(Phase II),47,Chevreuse,4,11610,79881,14.5,96.8,-,b
v5.6(Phase II),47,Furina,5,73350,79869,91.8,96.8,-,s1
v5.6(Phase II),47,Sayu,4,30,79599,0.1,96.5,-,f
v5.6(Phase II),47,Freminet,4,48,79200,0.1,96.0,-,f
v5.6(Phase II),47,Razor,4,18,78918,0.1,95.6,-,f
v5.6(Phase II),47,Tighnari,5,567,78477,0.7,95.1,-,f
v5.6(Phase II),47,Mika,4,288,78399,0.4,95.0,-,f
v5.6(Phase II),47,Lan Yan,4,1659,78225,2.1,94.8,-,f
v5.6(Phase II),47,Yun Jin,4,93,77748,0.1,94.2,-,f
v5.6(Phase II),47,Jean,5,678,77712,0.9,94.2,-,f
v5.6(Phase II),47,Mona,5,2463,77616,3.2,94.1,-,f
v5.6(Phase II),47,Kaedehara Kazuha,5,27309,77253,35.4,93.6,-,s
v5.6(Phase II),47,Keqing,5,726,77154,0.9,93.5,-,f
v5.6(Phase II),47,Diluc,5,267,76434,0.3,92.6,-,f
v5.6(Phase II),47,Qiqi,5,288,76206,0.4,92.3,-,f
v5.6(Phase II),47,Nahida,5,7410,74460,10.0,90.2,-,b
v5.6(Phase II),47,Xilonen,5,58368,73596,79.3,89.2,-,s1
v5.6(Phase II),47,Dehya,5,1008,72570,1.4,87.9,-,f
v5.6(Phase II),47,Kaveh,4,48,72123,0.1,87.4,-,f
v5.6(Phase II),47,Zhongli,5,11247,68598,16.4,83.1,-,b
v5.6(Phase II),47,Sethos,4,0,66447,0.1,80.5,-,f
v5.6(Phase II),47,Raiden Shogun,5,6423,64959,9.9,78.7,-,b
v5.6(Phase II),47,Yelan,5,22656,61761,36.7,74.8,-,s
v5.6(Phase II),47,Neuvillette,5,31347,61146,51.3,74.1,-,s
v5.6(Phase II),47,Ifa,4,66,60693,0.1,73.5,-,f
v5.6(Phase II),47,Escoffier,5,51189,53736,95.3,65.1,-,s1
v5.6(Phase II),47,Mavuika,5,46941,53652,87.5,65.0,-,s1
v5.6(Phase II),47,Iansan,4,7383,53544,13.8,64.9,-,b
v5.6(Phase II),47,Citlali,5,45990,48903,94.0,59.3,-,s1
v5.6(Phase II),47,Arlecchino,5,20328,46368,43.8,56.2,-,s
v5.6(Phase II),47,Ayaka,5,30513,45336,67.3,54.9,-,s
v5.6(Phase II),47,Hu Tao,5,3003,38916,7.7,47.2,-,b
v5.6(Phase II),47,Sangonomiya Kokomi,5,2367,38286,6.2,46.4,-,b
v5.6(Phase II),47,Xianyun,5,1455,36654,4.0,44.4,-,f
v5.6(Phase II),47,Yae Miko,5,1227,35853,3.4,43.4,-,f
v5.6(Phase II),47,Venti,5,300,34029,0.9,41.2,-,f
v5.6(Phase II),47,Ganyu,5,6207,32496,19.1,39.4,-,b
v5.6(Phase II),47,Navia,5,2070,32334,6.4,39.2,-,b
v5.6(Phase II),47,Shenhe,5,16482,30177,54.6,36.6,-,s
v5.6(Phase II),47,Wanderer,5,1221,28824,4.2,34.9,-,f
v5.6(Phase II),47,Alhaitham,5,1011,28599,3.5,34.7,-,f
v5.6(Phase II),47,Yoimiya,5,915,27948,3.3,33.9,-,f
v5.6(Phase II),47,Nilou,5,390,26928,1.4,32.6,-,f
v5.6(Phase II),47,Xiao,5,708,26061,2.7,31.6,-,f
v5.6(Phase II),47,Tartaglia,5,1122,24885,4.5,30.2,-,f
v5.6(Phase II),47,Aloy,5,30,24807,0.1,30.1,-,f
v5.6(Phase II),47,Chasca,5,4128,24744,16.7,30.0,-,b
v5.6(Phase II),47,Clorinde,5,1575,23853,6.6,28.9,-,b
v5.6(Phase II),47,Baizhu,5,783,22890,3.4,27.7,-,f
v5.6(Phase II),47,Kamisato Ayato,5,834,21198,3.9,25.7,-,f
v5.6(Phase II),47,Varesa,5,3903,21093,18.5,25.6,-,b
v5.6(Phase II),47,Kinich,5,3876,20952,18.5,25.4,-,b
v5.6(Phase II),47,Mualani,5,1893,20730,9.1,25.1,-,b
v5.6(Phase II),47,Klee,5,456,17157,2.7,20.8,-,f
v5.6(Phase II),47,Wriothesley,5,10584,15789,67.0,19.1,-,s
v5.6(Phase II),47,Eula,5,315,15246,2.1,18.5,-,f
v5.6(Phase II),47,Cyno,5,207,13824,1.5,16.8,-,f
v5.6(Phase II),47,Yumemizuki Mizuki,5,27,13542,0.2,16.4,-,f
v5.6(Phase II),47,Arataki Itto,5,174,12936,1.3,15.7,-,f
v5.6(Phase II),47,Emilie,5,1542,12126,12.7,14.7,-,b
v5.6(Phase II),47,Chiori,5,1380,12060,11.4,14.6,-,b
v5.6(Phase II),47,Lyney,5,618,11292,5.5,13.7,-,b
v5.6(Phase II),47,Sigewinne,5,1071,11052,9.7,13.4,-,b
v5.6(Phase II),47,Albedo,5,57,10710,0.5,13.0,-,f
v5.7(Phase I),48,Lisa,4,21,94710,0.1,100.0,-,f
v5.7(Phase I),48,Kaeya,4,1800,94710,1.9,100.0,-,f
v5.7(Phase I),48,Ambor,4,51,94710,0.1,100.0,-,f
v5.7(Phase I),48,Collei,4,30,94710,0.1,100.0,-,f
v5.7(Phase I),48,Barbara,4,570,94710,0.6,100.0,-,f
v5.7(Phase I),48,Noelle,4,114,94710,0.1,100.0,-,f
v5.7(Phase I),48,Xiangling,4,19311,94710,20.4,100.0,-,a
v5.7(Phase I),48,Kachina,4,255,94560,0.3,99.9,-,f
v5.7(Phase I),48,Candace,4,276,94170,0.3,99.9,-,f
v5.7(Phase I),48,Bennett,4,75666,94323,80.2,99.9,-,s1
v5.7(Phase I),48,Lynette,4,90,94632,0.1,99.9,-,f
v5.7(Phase I),48,Xingqiu,4,12957,94254,13.7,99.9,-,b
v5.7(Phase I),48,Diona,4,4431,93891,4.7,99.9,-,f
v5.7(Phase I),48,Rosaria,4,4797,93636,5.1,98.9,-,b
v5.7(Phase I),48,Sethos,4,27,93708,0.1,98.9,-,f
v5.7(Phase I),48,Yaoyao,4,312,93219,0.3,98.4,-,f
v5.7(Phase I),48,Fischl,4,1689,93156,1.8,98.4,-,f
v5.7(Phase I),48,Yanfei,4,222,93042,0.2,98.2,-,f
v5.7(Phase I),48,Ororon,4,5022,92631,5.4,97.8,-,b
v5.7(Phase I),48,Faruzan,4,2004,92649,2.2,97.8,-,f
v5.7(Phase I),48,Beidou,4,39,92466,0.1,97.6,-,f
v5.7(Phase I),48,Thoma,4,1665,92418,1.8,97.6,-,f
v5.7(Phase I),48,Chongyun,4,1080,92370,1.2,97.5,-,f
v5.7(Phase I),48,Kujou Sara,4,717,92241,0.8,97.4,-,f
v5.7(Phase I),48,Gaming,4,240,92097,0.3,97.2,-,f
v5.7(Phase I),48,Shikanoin Heizou,4,21,92013,0.1,97.2,-,f
v5.7(Phase I),48,Layla,4,10389,91932,11.3,97.1,-,b
v5.7(Phase I),48,Kuki Shinobu,4,3471,91767,3.8,96.9,-,f
v5.7(Phase I),48,Kirara,4,75,91701,0.1,96.8,-,f
v5.7(Phase I),48,Gorou,4,234,91452,0.3,96.6,-,f
v5.7(Phase I),48,Chevreuse,4,11211,91446,12.3,96.6,-,b
v5.7(Phase I),48,Sucrose,4,693,91104,0.8,96.2,-,f
v5.7(Phase I),48,Ningguang,4,45,90888,0.1,96.0,-,f
v5.7(Phase I),48,Charlotte,4,21261,90810,23.4,95.9,-,a
v5.7(Phase I),48,Xinyan,4,30,90744,0.1,95.8,-,f
v5.7(Phase I),48,Dori,4,21,90390,0.1,95.4,-,f
v5.7(Phase I),48,Furina,5,83625,90156,92.8,95.2,-,s1
v5.7(Phase I),48,Sayu,4,39,89349,0.1,94.3,-,f
v5.7(Phase I),48,Mika,4,801,89346,0.9,94.3,-,f
v5.7(Phase I),48,Razor,4,24,88995,0.1,94.0,-,f
v5.7(Phase I),48,Tighnari,5,231,88572,0.3,93.5,-,f
v5.7(Phase I),48,Freminet,4,45,88323,0.1,93.3,-,f
v5.7(Phase I),48,Lan Yan,4,1932,88155,2.2,93.1,-,f
v5.7(Phase I),48,Mona,5,6138,87333,7.0,92.2,-,b
v5.7(Phase I),48,Jean,5,339,86940,0.4,91.8,-,f
v5.7(Phase I),48,Yun Jin,4,63,86331,0.1,91.2,-,f
v5.7(Phase I),48,Keqing,5,861,86292,1.0,91.1,-,f
v5.7(Phase I),48,Kaedehara Kazuha,5,25173,85524,29.4,90.3,-,a
v5.7(Phase I),48,Diluc,5,297,85137,0.3,89.9,-,f
v5.7(Phase I),48,Qiqi,5,402,84741,0.5,89.5,-,f
v5.7(Phase I),48,Kaveh,4,75,80982,0.1,85.5,-,f
v5.7(Phase I),48,Nahida,5,5271,80919,6.5,85.4,-,b
v5.7(Phase I),48,Xilonen,5,62289,80625,77.3,85.1,-,s1
v5.7(Phase I),48,Dehya,5,663,80418,0.8,84.9,-,f
v5.7(Phase I),48,Iansan,4,9048,74286,12.2,78.4,-,b
v5.7(Phase I),48,Zhongli,5,9402,73395,12.8,77.5,-,b
v5.7(Phase I),48,Dahlia,4,5853,72381,8.1,76.4,-,b
v5.7(Phase I),48,Raiden Shogun,5,5244,68928,7.6,72.8,-,b
v5.7(Phase I),48,Neuvillette,5,19605,67875,28.9,71.7,-,a
v5.7(Phase I),48,Ifa,4,57,65949,0.1,69.6,-,f
v5.7(Phase I),48,Skirk,5,58971,65487,90.0,69.1,-,s1
v5.7(Phase I),48,Yelan,5,31698,64866,48.9,68.5,-,s
v5.7(Phase I),48,Mavuika,5,54099,63948,84.6,67.5,-,s1
v5.7(Phase I),48,Arlecchino,5,20355,52443,38.8,55.4,-,s
v5.7(Phase I),48,Escoffier,5,49515,51789,95.6,54.7,-,s1
v5.7(Phase I),48,Citlali,5,42660,47652,89.5,50.3,-,s1
v5.7(Phase I),48,Ayaka,5,12072,44679,27.0,47.2,-,a
v5.7(Phase I),48,Hu Tao,5,2862,40119,7.1,42.4,-,b
v5.7(Phase I),48,Sangonomiya Kokomi,5,2952,36312,8.1,38.3,-,b
v5.7(Phase I),48,Xianyun,5,1377,36216,3.8,38.2,-,f
v5.7(Phase I),48,Yae Miko,5,933,34734,2.7,36.7,-,f
v5.7(Phase I),48,Navia,5,1833,34377,5.3,36.3,-,b
v5.7(Phase I),48,Venti,5,363,32958,1.1,34.8,-,f
v5.7(Phase I),48,Shenhe,5,16806,30594,54.9,32.3,-,s
v5.7(Phase I),48,Ganyu,5,3933,30450,12.9,32.2,-,b
v5.7(Phase I),48,Wanderer,5,1260,29931,4.2,31.6,-,f
v5.7(Phase I),48,Alhaitham,5,411,28266,1.5,29.8,-,f
v5.7(Phase I),48,Yoimiya,5,954,27306,3.5,28.8,-,f
v5.7(Phase I),48,Xiao,5,786,26538,3.0,28.0,-,f
v5.7(Phase I),48,Nilou,5,381,25806,1.5,27.2,-,f
v5.7(Phase I),48,Chasca,5,4305,25332,17.0,26.7,-,b
v5.7(Phase I),48,Tartaglia,5,1296,24474,5.3,25.8,-,b
v5.7(Phase I),48,Clorinde,5,1302,24108,5.4,25.5,-,b
v5.7(Phase I),48,Kinich,5,4122,22698,18.2,24.0,-,b
v5.7(Phase I),48,Aloy,5,27,22557,0.1,23.8,-,f
v5.7(Phase I),48,Mualani,5,3369,22584,14.9,23.8,-,b
v5.7(Phase I),48,Yumemizuki Mizuki,5,51,21567,0.2,22.8,-,f
v5.7(Phase I),48,Varesa,5,5001,21609,23.1,22.8,-,a
v5.7(Phase I),48,Baizhu,5,459,21396,2.1,22.6,-,f
v5.7(Phase I),48,Kamisato Ayato,5,594,21168,2.8,22.4,-,f
v5.7(Phase I),48,Klee,5,423,15918,2.7,16.8,-,f
v5.7(Phase I),48,Wriothesley,5,7425,15873,46.8,16.8,-,s
v5.7(Phase I),48,Eula,5,267,14163,1.9,15.0,-,f
v5.7(Phase I),48,Cyno,5,213,13626,1.6,14.4,-,f
v5.7(Phase I),48,Emilie,5,1560,13368,11.7,14.1,-,b
v5.7(Phase I),48,Arataki Itto,5,168,11985,1.4,12.7,-,f
v5.7(Phase I),48,Chiori,5,1053,11322,9.3,12.0,-,b
v5.7(Phase I),48,Lyney,5,702,11325,6.2,12.0,-,b
v5.7(Phase I),48,Sigewinne,5,1683,11064,15.2,11.7,-,b
v5.7(Phase I),48,Albedo,5,75,9549,0.8,10.1,-,f
v5.8(Phase I),49,Lisa,4,129,120354,0.1,100.0,-,f
v5.8(Phase I),49,Kaeya,4,243,120354,0.2,100.0,-,f
v5.8(Phase I),49,Ambor,4,54,120354,0.1,100.0,-,f
v5.8(Phase I),49,Collei,4,69,120354,0.1,100.0,-,f
v5.8(Phase I),49,Barbara,4,819,120354,0.7,100.0,-,f
v5.8(Phase I),49,Noelle,4,228,120354,0.2,100.0,-,f
v5.8(Phase I),49,Xiangling,4,10332,120354,8.6,100.0,-,b
v5.8(Phase I),49,Kachina,4,366,120168,0.3,99.9,-,f
v5.8(Phase I),49,Candace,4,171,119586,0.1,99.9,-,f
v5.8(Phase I),49,Bennett,4,83682,119862,69.8,99.9,-,s
v5.8(Phase I),49,Lynette,4,222,120165,0.2,99.9,-,f
v5.8(Phase I),49,Fischl,4,11019,119784,9.2,99.9,-,b
v5.8(Phase I),49,Xingqiu,4,21777,120129,18.1,99.9,-,b
v5.8(Phase I),49,Sethos,4,78,119655,0.1,99.9,-,f
v5.8(Phase I),49,Diona,4,1023,119184,0.9,99.0,-,f
v5.8(Phase I),49,Rosaria,4,1017,118890,0.9,98.8,-,f
v5.8(Phase I),49,Yaoyao,4,456,118683,0.4,98.6,-,f
v5.8(Phase I),49,Yanfei,4,174,118167,0.1,98.2,-,f
v5.8(Phase I),49,Faruzan,4,2478,117750,2.1,97.8,-,f
v5.8(Phase I),49,Beidou,4,414,117570,0.4,97.7,-,f
v5.8(Phase I),49,Thoma,4,1074,117540,0.9,97.7,-,f
v5.8(Phase I),49,Chongyun,4,120,117438,0.1,97.6,-,f
v5.8(Phase I),49,Kujou Sara,4,1227,117174,1.0,97.4,-,f
v5.8(Phase I),49,Gaming,4,192,117138,0.2,97.3,-,f
v5.8(Phase I),49,Shikanoin Heizou,4,126,116865,0.1,97.1,-,f
v5.8(Phase I),49,Layla,4,1371,116661,1.2,96.9,-,f
v5.8(Phase I),49,Kuki Shinobu,4,19701,116505,16.9,96.8,-,b
v5.8(Phase I),49,Kirara,4,156,116457,0.1,96.8,-,f
v5.8(Phase I),49,Ororon,4,27030,116346,23.2,96.7,-,a
v5.8(Phase I),49,Gorou,4,363,116247,0.3,96.6,-,f
v5.8(Phase I),49,Chevreuse,4,9273,115908,8.0,96.3,-,b
v5.8(Phase I),49,Sucrose,4,5037,115782,4.4,96.2,-,f
v5.8(Phase I),49,Ningguang,4,30,115590,0.1,96.0,-,f
v5.8(Phase I),49,Xinyan,4,24,115446,0.1,95.9,-,f
v5.8(Phase I),49,Charlotte,4,3657,115140,3.2,95.7,-,f
v5.8(Phase I),49,Dori,4,81,114936,0.1,95.5,-,f
v5.8(Phase I),49,Furina,5,109317,114618,95.4,95.2,-,s1
v5.8(Phase I),49,Sayu,4,105,113484,0.1,94.3,-,f
v5.8(Phase I),49,Mika,4,300,113511,0.3,94.3,-,f
v5.8(Phase I),49,Razor,4,36,113067,0.1,93.9,-,f
v5.8(Phase I),49,Tighnari,5,201,112617,0.2,93.6,-,f
v5.8(Phase I),49,Freminet,4,12,112488,0.1,93.5,-,f
v5.8(Phase I),49,Mona,5,3903,111048,3.5,92.3,-,f
v5.8(Phase I),49,Lan Yan,4,1905,111060,1.7,92.3,-,f
v5.8(Phase I),49,Jean,5,5478,110793,4.9,92.1,-,f
v5.8(Phase I),49,Yun Jin,4,84,110265,0.1,91.6,-,f
v5.8(Phase I),49,Keqing,5,1731,109920,1.6,91.3,-,f
v5.8(Phase I),49,Kaedehara Kazuha,5,69642,109089,63.8,90.6,-,s
v5.8(Phase I),49,Diluc,5,237,108300,0.2,90.0,-,f
v5.8(Phase I),49,Qiqi,5,132,108069,0.1,89.8,-,f
v5.8(Phase I),49,Kaveh,4,114,103221,0.1,85.8,-,f
v5.8(Phase I),49,Dehya,5,561,102720,0.5,85.3,-,f
v5.8(Phase I),49,Nahida,5,9579,101793,9.4,84.6,-,b
v5.8(Phase I),49,Xilonen,5,88458,101565,87.1,84.4,-,s1
v5.8(Phase I),49,Iansan,4,14073,98943,14.2,82.2,-,b
v5.8(Phase I),49,Citlali,5,78459,95067,82.5,79.0,-,s1
v5.8(Phase I),49,Zhongli,5,10458,92241,11.3,76.6,-,b
v5.8(Phase I),49,Dahlia,4,2760,90498,3.0,75.2,-,f
v5.8(Phase I),49,Neuvillette,5,75417,89889,83.9,74.7,-,s1
v5.8(Phase I),49,Raiden Shogun,5,31173,87747,35.5,72.9,-,s
v5.8(Phase I),49,Mavuika,5,70755,86211,82.1,71.6,-,s1
v5.8(Phase I),49,Yelan,5,31893,82386,38.7,68.5,-,s
v5.8(Phase I),49,Ifa,4,675,80841,0.8,67.2,-,f
v5.8(Phase I),49,Skirk,5,21129,78087,27.1,64.9,-,a
v5.8(Phase I),49,Arlecchino,5,18213,65973,27.6,54.8,-,a
v5.8(Phase I),49,Escoffier,5,22341,58176,38.4,48.3,-,s
v5.8(Phase I),49,Ayaka,5,2256,55800,4.0,46.4,-,f
v5.8(Phase I),49,Hu Tao,5,3558,51081,7.0,42.4,-,b
v5.8(Phase I),49,Xianyun,5,3792,45414,8.3,37.7,-,b
v5.8(Phase I),49,Sangonomiya Kokomi,5,3180,45072,7.1,37.4,-,b
v5.8(Phase I),49,Navia,5,2052,43434,4.7,36.1,-,f
v5.8(Phase I),49,Yae Miko,5,4851,42849,11.3,35.6,-,b
v5.8(Phase I),49,Venti,5,849,40881,2.1,34.0,-,f
v5.8(Phase I),49,Wanderer,5,1557,38904,4.0,32.3,-,f
v5.8(Phase I),49,Ganyu,5,1161,38073,3.0,31.6,-,f
v5.8(Phase I),49,Shenhe,5,4326,36558,11.8,30.4,-,b
v5.8(Phase I),49,Alhaitham,5,1218,35322,3.4,29.3,-,f
v5.8(Phase I),49,Yoimiya,5,1011,34602,2.9,28.8,-,f
v5.8(Phase I),49,Xiao,5,1170,34437,3.4,28.6,-,f
v5.8(Phase I),49,Yumemizuki Mizuki,5,513,32352,1.6,26.9,-,f
v5.8(Phase I),49,Ineffa,5,30141,32304,93.3,26.8,-,s1
v5.8(Phase I),49,Nilou,5,897,32082,2.8,26.7,-,f
v5.8(Phase I),49,Tartaglia,5,2103,31146,6.8,25.9,-,b
v5.8(Phase I),49,Chasca,5,6405,30738,20.8,25.5,-,a
v5.8(Phase I),49,Clorinde,5,4446,30366,14.6,25.2,-,b
v5.8(Phase I),49,Mualani,5,7284,29148,25.0,24.2,-,a
v5.8(Phase I),49,Aloy,5,24,28479,0.1,23.7,-,f
v5.8(Phase I),49,Kinich,5,4611,28413,16.2,23.6,-,b
v5.8(Phase I),49,Baizhu,5,1527,26604,5.7,22.1,-,b
v5.8(Phase I),49,Kamisato Ayato,5,1623,26577,6.1,22.1,-,b
v5.8(Phase I),49,Varesa,5,10482,26409,39.7,21.9,-,s
v5.8(Phase I),49,Klee,5,324,20307,1.6,16.9,-,f
v5.8(Phase I),49,Wriothesley,5,3777,18117,20.8,15.1,-,a
v5.8(Phase I),49,Cyno,5,720,18117,4.0,15.1,-,f
v5.8(Phase I),49,Eula,5,258,17784,1.5,14.8,-,f
v5.8(Phase I),49,Emilie,5,1404,16155,8.7,13.4,-,b
v5.8(Phase I),49,Arataki Itto,5,246,15222,1.6,12.6,-,f
v5.8(Phase I),49,Lyney,5,453,14319,3.2,11.9,-,f
v5.8(Phase I),49,Chiori,5,1092,13947,7.8,11.6,-,b
v5.8(Phase I),49,Sigewinne,5,1731,13500,12.8,11.2,-,b
v5.8(Phase I),49,Albedo,5,102,11646,0.9,9.7,-,f
v6.0(Phase I),50,Lisa,4,66,77793,0.1,100.0,1.5,f
v6.0(Phase I),50,Kaeya,4,150,77793,0.2,100.0,3.7,f
v6.0(Phase I),50,Ambor,4,9,77793,0.1,100.0,3.7,f
v6.0(Phase I),50,Collei,4,261,77793,0.3,100.0,5.2,f
v6.0(Phase I),50,Barbara,4,1887,77793,2.4,100.0,5.2,f
v6.0(Phase I),50,Noelle,4,150,77793,0.2,100.0,5.9,f
v6.0(Phase I),50,Xiangling,4,4308,77793,5.5,100.0,5.4,b
v6.0(Phase I),50,Kachina,4,81,77058,0.1,99.9,3.7,f
v6.0(Phase I),50,Candace,4,63,77412,0.1,99.9,5.1,f
v6.0(Phase I),50,Yanfei,4,78,77079,0.1,99.9,5.2,f
v6.0(Phase I),50,Bennett,4,44343,77724,57.1,99.9,5.6,s
v6.0(Phase I),50,Lynette,4,84,77691,0.1,99.9,5,f
v6.0(Phase I),50,Yaoyao,4,1422,77229,1.8,99.9,4.5,f
v6.0(Phase I),50,Fischl,4,5280,77448,6.8,99.9,5.5,b
v6.0(Phase I),50,Xingqiu,4,16302,77682,21.0,99.9,5.6,a
v6.0(Phase I),50,Sethos,4,51,77178,0.1,99.9,4.7,f
v6.0(Phase I),50,Diona,4,432,77427,0.6,99.9,5.5,f
v6.0(Phase I),50,Rosaria,4,411,77010,0.5,99.0,4.9,f
v6.0(Phase I),50,Kuki Shinobu,4,17892,76809,23.3,98.7,4.6,a
v6.0(Phase I),50,Beidou,4,204,76659,0.3,98.5,5,f
v6.0(Phase I),50,Faruzan,4,1932,76641,2.5,98.5,5.9,f
v6.0(Phase I),50,Ororon,4,15195,76455,19.9,98.3,3.2,b
v6.0(Phase I),50,Kujou Sara,4,783,76374,1.0,98.2,5.7,f
v6.0(Phase I),50,Thoma,4,582,76290,0.8,98.1,5.4,f
v6.0(Phase I),50,Chongyun,4,87,76224,0.1,98.0,4.4,f
v6.0(Phase I),50,Gorou,4,339,76176,0.4,97.9,5.6,f
v6.0(Phase I),50,Gaming,4,138,76125,0.2,97.9,5.9,f
v6.0(Phase I),50,Shikanoin Heizou,4,81,76131,0.1,97.9,4.6,f
v6.0(Phase I),50,Layla,4,591,76098,0.8,97.8,4.5,f
v6.0(Phase I),50,Kirara,4,240,75732,0.3,97.4,4.4,f
v6.0(Phase I),50,Ningguang,4,33,75612,0.1,97.2,5.2,f
v6.0(Phase I),50,Sucrose,4,1914,75495,2.5,97.0,3.9,f
v6.0(Phase I),50,Dori,4,123,75399,0.2,96.9,5.1,f
v6.0(Phase I),50,Charlotte,4,1764,75201,2.3,96.7,3.7,f
v6.0(Phase I),50,Xinyan,4,30,75228,0.1,96.7,1.5,f
v6.0(Phase I),50,Chevreuse,4,4173,74889,5.6,96.3,5.2,b
v6.0(Phase I),50,Tighnari,5,375,74673,0.5,96.0,3.9,f
v6.0(Phase I),50,Furina,5,70728,74454,95.0,95.7,1.7,s1
v6.0(Phase I),50,Razor,4,33,74475,0.1,95.7,4.9,f
v6.0(Phase I),50,Sayu,4,108,74403,0.1,95.6,3.6,f
v6.0(Phase I),50,Mona,5,2283,74331,3.1,95.5,2.1,f
v6.0(Phase I),50,Freminet,4,9,73935,0.1,95.0,4,f
v6.0(Phase I),50,Mika,4,225,73806,0.3,94.9,4.8,f
v6.0(Phase I),50,Jean,5,7623,73722,10.3,94.8,2.5,b
v6.0(Phase I),50,Keqing,5,1338,73401,1.8,94.4,4,f
v6.0(Phase I),50,Yun Jin,4,57,73272,0.1,94.2,5.1,f
v6.0(Phase I),50,Kaveh,4,192,72372,0.3,93.0,5.8,f
v6.0(Phase I),50,Lan Yan,4,822,72243,1.1,92.9,3.7,f
v6.0(Phase I),50,Diluc,5,174,72282,0.2,92.9,4.3,f
v6.0(Phase I),50,Qiqi,5,132,72072,0.2,92.6,3.5,f
v6.0(Phase I),50,Kaedehara Kazuha,5,32028,71784,44.6,92.3,0.3,s
v6.0(Phase I),50,Nahida,5,20757,69990,29.7,90.0,1.3,a
v6.0(Phase I),50,Dehya,5,303,69060,0.4,88.8,2.3,f
v6.0(Phase I),50,Aino,4,2751,67551,4.1,86.8,0,f
v6.0(Phase I),50,Xilonen,5,53358,66297,80.5,85.2,0.4,s1
v6.0(Phase I),50,Iansan,4,7437,64110,11.6,82.4,3.2,b
v6.0(Phase I),50,Zhongli,5,5367,62961,8.5,80.9,0.5,b
v6.0(Phase I),50,Ifa,4,294,62544,0.5,80.4,2.9,f
v6.0(Phase I),50,Citlali,5,39723,62121,63.9,79.9,0.6,s
v6.0(Phase I),50,Raiden Shogun,5,21954,60003,36.6,77.1,1.3,s
v6.0(Phase I),50,Dahlia,4,1137,59802,1.9,76.9,3.6,f
v6.0(Phase I),50,Neuvillette,5,45618,57753,79.0,74.2,1.5,s1
v6.0(Phase I),50,Mavuika,5,35037,56619,61.9,72.8,1.2,s
v6.0(Phase I),50,Yelan,5,19710,55935,35.2,71.9,1.2,s
v6.0(Phase I),50,Yumemizuki Mizuki,5,492,55134,0.9,70.9,0.6,f
v6.0(Phase I),50,Skirk,5,11178,51267,21.8,65.9,1,a
v6.0(Phase I),50,Arlecchino,5,10038,42432,23.7,54.5,1.8,a
v6.0(Phase I),50,Escoffier,5,12906,41445,31.1,53.3,0.2,a
v6.0(Phase I),50,Ayaka,5,1218,39300,3.1,50.5,3,f
v6.0(Phase I),50,Hu Tao,5,1725,35067,4.9,45.1,2.1,f
v6.0(Phase I),50,Sangonomiya Kokomi,5,10806,34044,31.7,43.8,0.2,a
v6.0(Phase I),50,Xianyun,5,3534,32550,10.9,41.8,0.9,b
v6.0(Phase I),50,Yae Miko,5,3105,32289,9.6,41.5,1.5,b
v6.0(Phase I),50,Venti,5,231,30699,0.8,39.5,3.1,f
v6.0(Phase I),50,Navia,5,822,29778,2.8,38.3,2.4,f
v6.0(Phase I),50,Ganyu,5,648,28995,2.2,37.3,1.8,f
v6.0(Phase I),50,Wanderer,5,1413,27318,5.2,35.1,4.3,b
v6.0(Phase I),50,Alhaitham,5,2874,26838,10.7,34.5,1.2,b
v6.0(Phase I),50,Nilou,5,11226,26007,43.2,33.4,0.4,s
v6.0(Phase I),50,Chasca,5,4314,25752,16.8,33.1,3.1,b
v6.0(Phase I),50,Yoimiya,5,516,25332,2.0,32.6,2.9,f
v6.0(Phase I),50,Shenhe,5,2898,25275,11.5,32.5,0.9,b
